PID 1871862 sees CUDA_VISIBLE_DEVICES = 0
→ torch.device is 0 Tesla V100-SXM2-16GB
[INFO 47:22] Using device: cuda
[INFO 47:22] #### config : {'seed': 0, 'dataset_name': 'assist0910', 'load_params': True, 'save_params': False, 'embs_path': '../embs/', 'params_path': '../ckpt/', 'early_stopping': True, 'esc': 'error', 'verbose_early_stopping': False, 'disable_tqdm': False, 'valid_metric': 'rmse', 'learning_rate': 0.001, 'batch_size': 512, 'valid_batch_size': 10000, 'num_epochs': 100, 'eval_freq': 1, 'patience': 20, 'device': device(type='cuda'), 'lambda': 2.67605964593852e-06, 'tensorboard': False, 'flush_freq': True, 'pred_metrics': ['mi_acc', 'rmse', 'mae', 'mi_prec', 'mi_rec', 'mi_f_b', 'mi_auc', 'ma_prec', 'ma_rec', 'ma_f_b'], 'profile_metrics': ['meta_doa', 'pc-er', 'rm'], 'num_responses': 12, 'low_mem': False, 'n_query': 16, 'CDM': 'impact', 'i_fold': 4, 'num_inner_users_epochs': 9, 'num_inner_epochs': 10, 'inner_lr': 0.0001, 'inner_user_lr': 0.003, 'meta_lr': 0.05, 'meta_trainer': 'Adam', 'num_workers': 0, 'pin_memory': False, 'debug': False} ####
[INFO 47:39] Random_cont_model
[INFO 47:39] compiling CDM model
[INFO 47:44] compiling selection model
[INFO 47:44] ⏳ Début de l'entraînement...
[INFO 47:44] ✅ Entraînement terminé en 0.00 secondes.
[INFO 47:44] train on cuda
Meta_loss tensor(0.6738, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6198, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6194, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6190, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6186, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6182, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6178, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6174, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6170, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6166, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6163, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6159, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6156, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6152, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6149, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6146, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6143, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6140, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6137, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6133, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6130, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6127, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6125, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6122, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6119, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6116, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6113, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6111, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6108, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6106, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6103, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6101, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6099, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6097, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6094, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6092, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6090, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6088, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6086, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6084, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6082, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6080, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6078, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6076, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6074, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6073, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6071, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6069, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6068, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6066, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6065, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6063, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6062, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6060, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6059, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6057, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6056, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6055, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6053, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6052, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6051, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6050, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6049, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6048, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6047, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6046, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6045, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6044, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6043, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6042, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6042, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6041, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6040, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6039, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6039, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6038, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6037, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6037, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6036, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6036, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6035, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6034, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6034, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6034, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6034, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6033, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6033, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6032, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6032, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6032, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6030, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6031, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6032, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6032, device='cuda:0', grad_fn=<DotBackward0>)
---------- best_epoch : 160 ;   
[WARNING 48:26] Computing RM on meta and QUERY set
[INFO 48:29] RM: 0.3952101266562494
[INFO 48:29] Fold 4; results: ({'mi_acc': 0.6844007968902588, 'rmse': 0.5617821216583252, 'mae': 0.3155991733074188, 'mi_prec': 0.7916666865348816, 'mi_rec': 0.7246376872062683, 'mi_f_b': 0.7566706538200378, 'mi_auc': 0.6623188405797101, 'ma_prec': 0.6505887508392334, 'ma_rec': 0.6623188257217407, 'ma_f_b': 0.6538680195808411}, {'meta_doa': np.float64(0.6075726615341197), 'pc-er': 0.296142578125, 'rm': 0.3952101266562494})
