PID 3558219 sees CUDA_VISIBLE_DEVICES = 0
→ torch.device is 0 Tesla V100-SXM2-16GB
[INFO 47:22] Using device: cuda
[INFO 47:22] #### config : {'seed': 0, 'dataset_name': 'assist0910', 'load_params': True, 'save_params': False, 'embs_path': '../embs/', 'params_path': '../ckpt/', 'early_stopping': True, 'esc': 'error', 'verbose_early_stopping': False, 'disable_tqdm': False, 'valid_metric': 'rmse', 'learning_rate': 0.001, 'batch_size': 512, 'valid_batch_size': 10000, 'num_epochs': 100, 'eval_freq': 1, 'patience': 20, 'device': device(type='cuda'), 'lambda': 2.67605964593852e-06, 'tensorboard': False, 'flush_freq': True, 'pred_metrics': ['mi_acc', 'rmse', 'mae', 'mi_prec', 'mi_rec', 'mi_f_b', 'mi_auc', 'ma_prec', 'ma_rec', 'ma_f_b'], 'profile_metrics': ['meta_doa', 'pc-er', 'rm'], 'num_responses': 12, 'low_mem': False, 'n_query': 16, 'CDM': 'impact', 'i_fold': 1, 'num_inner_users_epochs': 9, 'num_inner_epochs': 10, 'inner_lr': 0.0001, 'inner_user_lr': 0.003, 'meta_lr': 0.05, 'meta_trainer': 'Adam', 'num_workers': 0, 'pin_memory': False, 'debug': False} ####
[INFO 47:39] Random_cont_model
[INFO 47:39] compiling CDM model
[INFO 47:44] compiling selection model
[INFO 47:44] ⏳ Début de l'entraînement...
[INFO 47:44] ✅ Entraînement terminé en 0.00 secondes.
[INFO 47:44] train on cuda
Meta_loss tensor(0.6971, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6674, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6669, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6663, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6658, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6653, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6649, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6644, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6639, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6635, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6631, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6626, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6622, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6618, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6614, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6610, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6607, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6603, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6599, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6596, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6593, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6589, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6586, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6583, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6580, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6577, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6574, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6571, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6568, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6565, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6562, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6560, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6557, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6555, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6553, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6550, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6548, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6546, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6544, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6542, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6540, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6538, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6536, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6535, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6533, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6531, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6530, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6528, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6527, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6525, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6524, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6523, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6521, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6520, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6519, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6518, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6516, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6515, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6514, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6514, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6513, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6512, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6511, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6510, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6509, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6509, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6508, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6508, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6507, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6507, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6506, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6506, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6506, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6505, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6505, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6505, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6505, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6504, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6504, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6505, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6505, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6505, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6505, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6505, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6505, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6505, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6505, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6505, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6506, device='cuda:0', grad_fn=<DotBackward0>)
---------- best_epoch : 110 ;   
[WARNING 48:16] Computing RM on meta and QUERY set
[INFO 48:18] RM: 0.34512409970285035
[INFO 48:18] Fold 1; results: ({'mi_acc': 0.6689330339431763, 'rmse': 0.5753841400146484, 'mae': 0.33106693625450134, 'mi_prec': 0.7993019223213196, 'mi_rec': 0.6944655179977417, 'mi_f_b': 0.7432048320770264, 'mi_auc': 0.6533035783918266, 'ma_prec': 0.636596143245697, 'ma_rec': 0.6533036231994629, 'ma_f_b': 0.638710618019104}, {'meta_doa': np.float64(0.5685245744490313), 'pc-er': 0.1895751953125, 'rm': 0.34512409970285035})
