PID 4169673 sees CUDA_VISIBLE_DEVICES = 0
→ torch.device is 0 Tesla V100-SXM2-16GB
[INFO 47:22] Using device: cuda
[INFO 47:22] #### config : {'seed': 0, 'dataset_name': 'assist0910', 'load_params': True, 'save_params': False, 'embs_path': '../embs/', 'params_path': '../ckpt/', 'early_stopping': True, 'esc': 'error', 'verbose_early_stopping': False, 'disable_tqdm': False, 'valid_metric': 'rmse', 'learning_rate': 0.001, 'batch_size': 512, 'valid_batch_size': 10000, 'num_epochs': 100, 'eval_freq': 1, 'patience': 20, 'device': device(type='cuda'), 'lambda': 2.67605964593852e-06, 'tensorboard': False, 'flush_freq': True, 'pred_metrics': ['mi_acc', 'rmse', 'mae', 'mi_prec', 'mi_rec', 'mi_f_b', 'mi_auc', 'ma_prec', 'ma_rec', 'ma_f_b'], 'profile_metrics': ['meta_doa', 'pc-er', 'rm'], 'num_responses': 12, 'low_mem': False, 'n_query': 16, 'CDM': 'impact', 'i_fold': 3, 'num_inner_users_epochs': 9, 'num_inner_epochs': 10, 'inner_lr': 0.0001, 'inner_user_lr': 0.003, 'meta_lr': 0.05, 'meta_trainer': 'Adam', 'num_workers': 0, 'pin_memory': False, 'debug': False} ####
[INFO 47:39] Random_cont_model
[INFO 47:40] compiling CDM model
[INFO 47:44] compiling selection model
[INFO 47:44] ⏳ Début de l'entraînement...
[INFO 47:44] ✅ Entraînement terminé en 0.00 secondes.
[INFO 47:44] train on cuda
Meta_loss tensor(0.6859, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6607, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6599, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6591, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6584, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6577, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6570, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6562, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6556, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6549, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6542, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6536, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6529, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6523, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6517, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6511, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6505, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6499, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6494, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6488, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6483, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6478, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6472, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6467, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6462, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6457, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6452, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6447, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6443, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6438, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6434, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6429, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6425, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6421, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6417, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6413, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6409, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6405, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6401, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6397, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6394, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6390, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6387, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6383, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6380, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6377, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6373, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6371, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6367, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6365, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6362, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6359, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6356, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6353, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6351, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6348, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6346, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6343, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6341, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6339, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6336, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6334, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6332, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6330, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6327, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6326, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6324, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6322, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6320, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6318, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6316, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6315, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6313, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6311, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6310, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6308, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6307, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6305, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6304, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6302, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6301, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6300, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6299, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6298, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6297, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6296, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6294, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6293, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6292, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6291, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6290, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6289, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6288, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6287, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6287, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6286, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6285, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6284, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6284, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6283, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6283, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6282, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6282, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6281, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6281, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6281, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6281, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6280, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6280, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6280, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6280, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6279, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6280, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6279, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6279, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6279, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6279, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6279, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6279, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6280, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6280, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6280, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6280, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6280, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6281, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6281, device='cuda:0', grad_fn=<DotBackward0>)
Meta_loss tensor(0.6281, device='cuda:0', grad_fn=<DotBackward0>)
---------- best_epoch : 137 ;   
[WARNING 48:26] Computing RM on meta and QUERY set
[INFO 48:29] RM: 0.4040997266808665
[INFO 48:29] Fold 3; results: ({'mi_acc': 0.7000516057014465, 'rmse': 0.5476754307746887, 'mae': 0.2999483644962311, 'mi_prec': 0.8157454133033752, 'mi_rec': 0.7295880317687988, 'mi_f_b': 0.7702649831771851, 'mi_auc': 0.6820697549989425, 'ma_prec': 0.6649386882781982, 'ma_rec': 0.6820697784423828, 'ma_f_b': 0.6691473722457886}, {'meta_doa': np.float64(0.6041793945027663), 'pc-er': 0.253662109375, 'rm': 0.4040997266808665})
